-1519,   -3281,   -878,   -1001,   -263,   -536,   -1843,   -1102,   173,   -449,   -500,   -700,   -404,   -2012,   -21,   656,   -327,   -744,   -345,   -440,   5,   -427,   -508,   -386,   
-1311,   -3877,   -840,   -874,   -187,   -731,   -1791,   -1007,   184,   -666,   -605,   -686,   221,   -1213,   136,   685,   -240,   -599,   145,   25,   -91,   -516,   -414,   -155,   
-802,   -4126,   -814,   -544,   -292,   -858,   -1664,   -841,   -58,   -807,   -804,   -603,   546,   -391,   296,   704,   -93,   -490,   574,   264,   -8,   -268,   -453,   167,   
-768,   -3936,   -622,   -330,   -256,   -995,   -1393,   -717,   95,   -822,   -929,   -552,   163,   215,   388,   937,   -504,   -171,   606,   138,   75,   104,   -388,   251,   
-971,   -3838,   -542,   -217,   -368,   -1140,   -1180,   -850,   205,   -773,   -1018,   -516,   -122,   249,   321,   620,   -730,   -192,   532,   -68,   -2,   226,   -327,   174,   
-982,   -3698,   -394,   368,   -905,   -847,   -1124,   -795,   166,   -527,   -1080,   -352,   -39,   -14,   388,   164,   -705,   -253,   390,   -159,   -174,   52,   -140,   35,   
-878,   -3871,   -446,   38,   -1063,   -1220,   -1000,   -904,   -97,   -615,   -1220,   -442,   349,   -23,   430,   62,   -496,   16,   457,   104,   -156,   -19,   155,   -49,   
-874,   -3941,   -87,   -211,   -967,   -1335,   -897,   -929,   -15,   -823,   -1039,   -536,   300,   104,   200,   -48,   -322,   50,   423,   70,   -10,   -68,   244,   -218,   
-501,   -3751,   -50,   166,   -1082,   -872,   -607,   -626,   61,   -654,   -806,   -498,   164,   321,   34,   187,   -403,   391,   15,   30,   223,   125,   144,   -327,   
-720,   -3602,   -292,   232,   -1379,   -946,   -685,   -829,   72,   -610,   -921,   -651,   74,   413,   -186,   18,   -424,   607,   -342,   -160,   132,   276,   -154,   -227,   
-709,   -3558,   -292,   98,   -1462,   -827,   -1083,   -908,   195,   -534,   -1062,   -875,   8,   429,   -150,   -472,   -198,   495,   -440,   -391,   94,   24,   -124,   -172,   
-658,   -3417,   -245,   -150,   -1413,   -447,   -1172,   -1028,   116,   -468,   -1142,   -688,   434,   617,   -142,   -663,   115,   610,   -51,   -290,   26,   -102,   102,   -65,   
-519,   -3200,   -299,   -352,   -1363,   -378,   -1024,   -1114,   181,   -688,   -882,   -738,   711,   1046,   -188,   -804,   84,   659,   492,   -145,   -173,   -233,   266,   -6,   
-163,   -2855,   -502,   -538,   -1256,   -255,   -792,   -1161,   119,   -687,   -858,   -817,   502,   1752,   -121,   -1065,   22,   715,   804,   167,   -215,   -477,   425,   -48,   
111,   -2270,   -446,   -915,   -1414,   66,   -534,   -1060,   -66,   -775,   -804,   -820,   -22,   2062,   165,   -1286,   329,   1295,   706,   399,   -221,   -752,   539,   214,   
-219,   -1253,   -353,   -1466,   -1354,   404,   -210,   -804,   -84,   -1140,   -543,   -719,   -1049,   1846,   650,   -999,   912,   1980,   442,   45,   -170,   -838,   308,   322,   
-525,   -908,   -126,   -1817,   -820,   1236,   -256,   -693,   -50,   -1590,   -230,   -466,   -1780,   1447,   453,   -477,   1214,   1640,   122,   -115,   530,   -311,   158,   369,   
