1986,   -2175,   -3236,   -1068,   -683,   -1370,   -854,   -372,   249,   -731,   -1091,   -153,   446,   -1508,   -58,   2099,   -827,   -1585,   583,   1124,   -866,   -722,   117,   -848,   
1770,   -2671,   -3136,   -380,   -623,   -1497,   -181,   80,   13,   -425,   -782,   -49,   -1272,   -2080,   420,   934,   -994,   -563,   884,   390,   -911,   -143,   254,   -385,   
518,   -3811,   -3063,   -689,   -1604,   -1471,   -386,   -334,   -772,   -817,   -922,   -276,   -2108,   -1976,   1244,   108,   -897,   173,   843,   -872,   -915,   250,   124,   -314,   
-6,   -4251,   -2424,   -682,   -1682,   -1282,   83,   -720,   -852,   -639,   -800,   -332,   -1751,   -1038,   1869,   -79,   -513,   817,   351,   -1251,   -179,   619,   18,   -351,   
-289,   -4349,   -1726,   -754,   -1499,   -1217,   279,   -1281,   -692,   -249,   -895,   -483,   -1535,   78,   1635,   -247,   43,   1024,   -265,   -1246,   614,   688,   -60,   -330,   
-454,   -3959,   -1001,   -466,   -1445,   -398,   13,   -1324,   -296,   220,   -768,   -472,   -1572,   801,   857,   -445,   25,   948,   -1003,   -1118,   915,   161,   -211,   -172,   
-1561,   -3840,   -1322,   -1168,   -1658,   -377,   -749,   -1901,   -128,   -214,   -1028,   -701,   -1111,   1167,   360,   -125,   -26,   809,   -1069,   -658,   942,   -196,   -155,   112,   
-1728,   -3303,   -1340,   -1143,   -1564,   -279,   -908,   -2088,   239,   -414,   -1051,   -482,   -276,   883,   290,   63,   -66,   262,   -999,   -304,   622,   -362,   -300,   253,   
-1319,   -2926,   -1016,   -603,   -1479,   -63,   -865,   -1887,   454,   -227,   -987,   -309,   919,   800,   743,   462,   -32,   295,   -668,   316,   499,   -100,   -187,   338,   
-989,   -3091,   -719,   -653,   -1634,   -162,   -1428,   -1788,   346,   -317,   -1239,   -288,   1031,   549,   565,   34,   -437,   -241,   -446,   270,   19,   -214,   -396,   -105,   
-551,   -2745,   -517,   -720,   -1672,   8,   -1492,   -1577,   568,   -413,   -1215,   -290,   1174,   1244,   570,   -203,   -623,   -751,   95,   116,   -261,   -207,   -466,   -345,   
-565,   -2570,   -742,   -1033,   -2124,   -677,   -1264,   -1838,   211,   -643,   -1532,   -649,   1593,   2797,   1034,   -437,   -534,   -954,   804,   281,   -454,   -20,   3,   -383,   
