960,   -2268,   -1771,   -868,   643,   13,   443,   -1056,   -570,   48,   -565,   -73,   -47,   -1868,   -599,   693,   944,   -454,   114,   -462,   289,   542,   -86,   328,   
610,   -3186,   -1726,   -473,   867,   30,   300,   -1230,   -306,   218,   -622,   152,   -1010,   -1633,   -221,   1104,   807,   -483,   -453,   -5,   395,   532,   -128,   283,   
416,   -3580,   -1808,   -2,   1106,   -269,   208,   -1169,   25,   300,   -681,   298,   -475,   -978,   -206,   1250,   431,   -564,   -532,   506,   127,   500,   181,   -251,   
248,   -3500,   -1948,   293,   1307,   -433,   -62,   -778,   -199,   499,   -535,   61,   121,   -369,   -142,   1030,   -41,   -683,   -344,   714,   -129,   278,   348,   -745,   
428,   -3579,   -1969,   625,   1070,   -602,   -174,   -522,   -432,   658,   -336,   -404,   822,   -313,   38,   725,   -444,   -393,   -45,   576,   -81,   108,   282,   -671,   
786,   -3740,   -1859,   759,   823,   -828,   -25,   -482,   -271,   457,   -272,   -615,   1035,   9,   -194,   432,   -502,   -157,   314,   329,   237,   -16,   145,   -307,   
1381,   -3930,   -1795,   853,   681,   -661,   122,   -453,   -61,   483,   -389,   -371,   780,   834,   -481,   105,   -219,   -10,   435,   81,   336,   -226,   64,   164,   
1324,   -3311,   -2326,   828,   748,   -639,   262,   -319,   -28,   562,   -290,   -417,   564,   1594,   -674,   -365,   103,   55,   429,   97,   -22,   -228,   130,   417,   
1329,   -2542,   -2457,   748,   778,   -712,   335,   -481,   -49,   266,   -230,   -256,   399,   2247,   -784,   -727,   279,   -20,   210,   357,   -340,   -366,   242,   379,   
1659,   -2043,   -2540,   263,   929,   -720,   512,   -322,   -310,   223,   -156,   -47,   450,   2257,   -360,   -1003,   122,   61,   15,   646,   -108,   -420,   91,   293,   
1813,   -1193,   -2865,   45,   1010,   -651,   313,   85,   -430,   103,   -93,   13,   237,   2040,   172,   -1152,   -510,   320,   12,   948,   332,   -380,   -39,   32,   
1757,   -599,   -2663,   -325,   816,   -577,   296,   367,   0,   13,   -222,   -111,   -405,   1700,   610,   -481,   -905,   182,   -28,   946,   600,   -428,   -127,   112,   
1636,   -203,   -2137,   -687,   69,   -303,   461,   597,   294,   -199,   -256,   -175,   -1169,   1044,   663,   580,   -478,   105,   -315,   715,   290,   -660,   -296,   474,   
1140,   13,   -1988,   -93,   42,   -620,   395,   841,   228,   -268,   -266,   216,   -2607,   57,   100,   1572,   420,   63,   -769,   277,   -289,   -1001,   -335,   515,   
367,   67,   -2207,   799,   679,   -472,   -209,   921,   -108,   -747,   -515,   561,   -3157,   -354,   -28,   1285,   951,   -223,   -1044,   301,   -317,   -907,   263,   248,   
-1519,   -648,   -2477,   1290,   1141,   -397,   -523,   621,   -233,   -1215,   -595,   294,   -2373,   -353,   436,   393,   333,   -401,   -726,   379,   -202,   -972,   634,   78,   
-1770,   -404,   -1935,   549,   946,   -750,   -647,   1159,   49,   -1087,   304,   159,   -570,   -1391,   -55,   -174,   -350,   -356,   675,   422,   418,   -411,   209,   -365,   
-1351,   -282,   -1470,   622,   408,   -1083,   -475,   1291,   -154,   -1557,   276,   535,   1041,   -2565,   -831,   -414,   -584,   -555,   1540,   504,   424,   70,   -336,   -131,   
-573,   -2203,   -2794,   872,   520,   -663,   780,   1220,   480,   -1193,   -636,   -108,   1006,   -3590,   -1286,   -411,   -646,   -17,   1691,   -489,   154,   220,   -1024,   351,   
-556,   -3596,   -3295,   507,   477,   -1274,   1074,   1347,   188,   -1057,   -630,   230,   276,   -3083,   -770,   -1285,   -839,   847,   1061,   -1307,   118,   552,   -769,   442,   
-658,   -4132,   -2952,   -10,   -58,   -680,   1115,   397,   110,   -1007,   -779,   839,   -759,   -946,   351,   -1645,   -953,   1075,   84,   -1512,   -259,   285,   -382,   593,   
