871,   -155,   -967,   -1207,   475,   -886,   -781,   -25,   -50,   422,   -1242,   40,   -1613,   1103,   118,   -545,   -907,   671,   -164,   -581,   145,   -227,   327,   -79,   
-76,   -27,   -1453,   -1651,   109,   -526,   -1007,   -483,   167,   -131,   -877,   252,   -1422,   702,   -237,   -942,   -666,   613,   155,   -1069,   465,   -108,   284,   -355,   
365,   -331,   -1868,   -2131,   -147,   -317,   -886,   -868,   134,   -87,   -664,   -109,   -1930,   956,   -307,   -346,   232,   106,   692,   -654,   703,   -175,   155,   -469,   
-358,   35,   -1858,   -2343,   263,   -426,   -585,   -1173,   632,   126,   -957,   -430,   -2769,   1492,   1111,   848,   780,   -208,   1042,   -112,   500,   100,   -1,   270,   
-1884,   1249,   -1225,   -1380,   747,   -776,   47,   -662,   772,   31,   -969,   -323,   -3422,   1792,   1855,   1341,   872,   -137,   896,   682,   -70,   55,   345,   673,   
-3106,   1422,   -108,   -754,   833,   -609,   90,   -755,   598,   -39,   -726,   765,   -2464,   1192,   1677,   1161,   352,   245,   356,   1038,   -628,   -110,   834,   580,   
-3395,   1664,   40,   -913,   876,   -431,   121,   -53,   46,   78,   -262,   304,   -981,   163,   1008,   408,   -342,   808,   -243,   576,   -348,   -248,   785,   230,   
-3299,   1616,   26,   -834,   727,   -231,   -88,   80,   52,   -63,   -59,   127,   -258,   179,   -35,   308,   -619,   698,   -151,   127,   246,   -410,   446,   -173,   
-3260,   1397,   221,   -727,   287,   247,   -229,   -215,   523,   -330,   -125,   342,   112,   294,   -672,   777,   -570,   178,   202,   -439,   484,   -346,   93,   174,   
-3561,   1824,   -251,   -385,   198,   99,   38,   -483,   729,   -450,   -125,   486,   403,   78,   -459,   469,   -142,   -241,   420,   -315,   63,   165,   -299,   377, 
