1911,   1582,   -1278,   -2319,   -1225,   -1493,   -634,   -1436,   -273,   -912,   -1013,   -837,   -645,   529,   209,   -505,   -1479,   841,   -135,   -586,   114,   -76,   33,   288,   
1728,   2511,   -1250,   -2868,   -1507,   -779,   -863,   -1906,   -77,   -904,   -816,   -543,   -909,   -951,   502,   98,   -998,   1051,   -216,   -583,   -152,   211,   321,   490,   
1461,   1803,   -912,   -2623,   -1975,   -666,   -601,   -1966,   -451,   -933,   -412,   -411,   -740,   -2950,   470,   590,   -440,   855,   -147,   -145,   53,   374,   -197,   533,   
1338,   -10,   -825,   -2226,   -1790,   -637,   -800,   -2105,   -236,   -700,   -1012,   -230,   -857,   -4382,   390,   1524,   137,   687,   -26,   487,   268,   609,   -307,   243,   
996,   -1583,   -785,   -1755,   -1744,   -281,   -887,   -1554,   -114,   -452,   -1211,   -194,   -1419,   -3910,   -79,   1486,   378,   281,   -135,   245,   379,   471,   -290,   -386,   
675,   -2370,   -728,   -1015,   -1416,   59,   -759,   -1381,   157,   -231,   -878,   -286,   -1615,   -2315,   -92,   1407,   252,   -1,   133,   104,   100,   417,   326,   -727,   
-337,   -2883,   -1080,   -999,   -1595,   -592,   -824,   -1960,   -78,   -460,   -914,   -962,   -1382,   -1180,   -251,   1054,   14,   -524,   112,   -359,   -283,   341,   317,   -715,   
-419,   -2833,   -816,   -493,   -1486,   -483,   -631,   -1746,   -103,   -70,   -671,   -937,   -296,   -494,   -170,   1026,   -27,   -563,   342,   -165,   -321,   507,   130,   -182,   
-531,   -3122,   -1118,   -435,   -1688,   -796,   -783,   -1911,   -409,   -20,   -839,   -941,   577,   -477,   -126,   803,   112,   -483,   258,   288,   -429,   461,   37,   153,   
327,   -2992,   -965,   243,   -1410,   -684,   -266,   -1653,   -160,   310,   -720,   -570,   679,   -697,   -258,   189,   322,   -762,   72,   307,   -410,   -91,   75,   -105,   
156,   -3519,   -1195,   -162,   -1464,   -1217,   -619,   -1574,   -693,   42,   -834,   -916,   642,   -624,   -210,   187,   503,   -564,   66,   514,   -215,   -369,   319,   -214,   
257,   -3680,   -1165,   -346,   -1115,   -1416,   -604,   -1454,   -577,   -238,   -561,   -1107,   172,   -399,   -410,   221,   568,   -381,   -95,   601,   -299,   -468,   318,   -3,   
467,   -3714,   -1334,   141,   -1081,   -1276,   -514,   -1239,   -523,   -300,   -439,   -994,   90,   -25,   -389,   440,   598,   38,   -40,   702,   -216,   -390,   261,   545,   
430,   -3494,   -1511,   423,   -749,   -1226,   -462,   -918,   -694,   -222,   -440,   -536,   79,   47,   -448,   348,   322,   210,   -81,   622,   -448,   -404,   -41,   741,   
205,   -3650,   -1606,   114,   -749,   -1254,   -751,   -789,   -959,   -552,   -502,   -384,   223,   111,   -406,   -135,   467,   96,   -29,   359,   -419,   -638,   -170,   506,   
507,   -3641,   -1702,   190,   -797,   -1112,   -607,   -745,   -1032,   -718,   -592,   -300,   757,   134,   -500,   -335,   415,   171,   46,   214,   14,   -799,   -320,   175,   
764,   -3473,   -1848,   55,   -356,   -1189,   -485,   -786,   -983,   -1010,   -618,   -352,   990,   460,   -615,   -361,   457,   74,   351,   401,   414,   -474,   -601,   -16,   
1287,   -3381,   -2140,   -51,   -322,   -1002,   -526,   -598,   -660,   -1192,   -863,   -289,   602,   999,   -577,   -559,   528,   -192,   609,   670,   761,   141,   -756,   -194,   
1301,   -3089,   -2310,   -308,   -300,   -1197,   -264,   -260,   -523,   -1026,   -1268,   -414,   -59,   1296,   -518,   -773,   126,   -313,   415,   724,   831,   695,   -735,   -445,   
1142,   -2334,   -2337,   -467,   -32,   -1397,   197,   -2,   -120,   -498,   -1402,   -560,   -60,   1194,   -531,   -670,   -20,   -285,   120,   519,   753,   854,   -240,   -528,   
747,   -2052,   -2527,   -897,   -311,   -1462,   -224,   3,   -6,   -314,   -1451,   -884,   381,   832,   -585,   -609,   145,   114,   -225,   147,   617,   633,   285,   -157,   
1473,   -2108,   -2828,   -762,   -347,   -1297,   -366,   49,   211,   -266,   -1132,   -847,   433,   522,   -44,   -520,   540,   361,   -427,   -156,   190,   372,   583,   365,   
1708,   -1954,   -2942,   -1075,   75,   -1075,   -321,   -65,   238,   -192,   -975,   -506,   771,   573,   698,   -496,   1046,   353,   -332,   -248,   -61,   411,   392,   886,   
1311,   -1600,   -2196,   -1159,   585,   -1048,   -396,   -203,   44,   -1,   -765,   -201,   125,   836,   965,   -542,   1104,   163,   -465,   -85,   -207,   321,   1,   793,   
1985,   -1446,   -1796,   -1443,   793,   -1056,   -708,   -243,   -14,   171,   -1046,   122,   -487,   1363,   1397,   -165,   388,   121,   -465,   97,   -198,   421,   -288,   440,   
1523,   -1107,   -1953,   -1391,   951,   -1061,   -871,   10,   26,   34,   -1095,   29,   -1296,   1479,   771,   -249,   -423,   404,   -431,   -114,   70,   -3,   -140,   274,   
