380,   -3070,   -2788,   -1232,   1040,   -425,   -85,   -87,   605,   177,   -1325,   -556,   2082,   2308,   1444,   492,   -563,   -986,   -1599,   -277,   -465,   -1314,   -826,   -538,   
887,   -1256,   -1602,   -1031,   799,   -1120,   -1134,   -62,   5,   -395,   -1398,   -721,   1049,   1781,   895,   -314,   -1262,   -241,   -774,   -128,   -646,   -1226,   14,   -284,   
1635,   -1231,   -2235,   -1752,   37,   -590,   -603,   49,   -197,   -711,   -1123,   -674,   -140,   273,   -415,   -879,   -1490,   396,   25,   -104,   -671,   -1138,   561,   -318,   
793,   -1866,   -2633,   -1961,   -444,   -217,   -347,   -140,   -150,   -943,   -928,   -702,   -951,   -967,   -918,   -628,   -643,   772,   533,   108,   -270,   -581,   925,   -330,   
216,   -2355,   -2895,   -2086,   -574,   -282,   -441,   -204,   -325,   -1257,   -718,   -1043,   -1664,   -1026,   -54,   -199,   338,   277,   31,   193,   -448,   -14,   690,   -210,   
169,   -2145,   -2650,   -1807,   140,   -116,   -415,   227,   -337,   -994,   -212,   -1032,   -1292,   -628,   533,   -68,   597,   136,   -141,   246,   -711,   551,   402,   123,   
-550,   -2631,   -2308,   -2128,   253,   -224,   -522,   156,   -776,   -707,   -446,   -824,   -1171,   -427,   443,   -246,   187,   47,   -303,   -173,   -728,   667,   -26,   305,   
-763,   -2670,   -2127,   -2043,   39,   -41,   -518,   50,   -991,   -391,   -460,   -626,   -639,   -120,   373,   -346,   -1,   -52,   -95,   -489,   -313,   535,   -120,   234,   
-1075,   -2734,   -2491,   -2338,   -242,   -249,   -845,   -375,   -1091,   -558,   -634,   -788,   93,   268,   104,   -312,   96,   -295,   9,   -486,   50,   280,   -28,   -55,   
-528,   -2274,   -1998,   -2221,   385,   -182,   -396,   -242,   -649,   -265,   -298,   -699,   610,   759,   -196,   -209,   338,   -479,   3,   -76,   159,   262,   -68,   -45,   
-527,   -2427,   -2216,   -2507,   224,   -597,   -569,   -428,   -872,   -349,   -570,   -870,   887,   909,   63,   -167,   175,   -361,   -120,   438,   100,   234,   -114,   134,   
-121,   -1684,   -2559,   -2272,   314,   -586,   -651,   -38,   -861,   -102,   -595,   -653,   534,   641,   161,   -554,   -498,   -486,   -494,   406,   -108,   13,   -502,   45,   
53,   -1665,   -2116,   -2564,   56,   -589,   -898,   181,   -834,   -288,   -657,   -609,   358,   1034,   768,   -463,   -549,   -353,   -382,   505,   295,   120,   -458,   5,   
-17,   -1693,   -1806,   -3024,   -279,   -915,   -973,   63,   -830,   -276,   -1008,   -761,   130,   1349,   1492,   -297,   -600,   -364,   -457,   250,   546,   306,   -442,   -17,   
-42,   -871,   -1440,   -2826,   -303,   -963,   -982,   280,   -445,   -82,   -1051,   -808,   -361,   2074,   1648,   13,   -796,   -581,   -368,   -37,   553,   385,   -216,   -103,   
122,   -57,   -659,   -2587,   -407,   -946,   -1295,   288,   -236,   255,   -1061,   -580,   -662,   2193,   1035,   -16,   -835,   -884,   -205,   -522,   311,   -23,   148,   -516,   
-559,   628,   -217,   -2762,   -1074,   -1446,   -1289,   13,   -301,   25,   -955,   -855,   -318,   1711,   12,   0,   -412,   -1098,   -15,   -663,   91,   -264,   321,   -836,   
-752,   848,   -865,   -3081,   -1147,   -2000,   -1128,   -587,   -435,   -364,   -834,   -1512,   489,   892,   -815,   -3,   217,   -769,   -15,   -506,   -54,   -93,   228,   -901,   
-83,   1244,   -1318,   -2580,   -552,   -2084,   -1089,   -277,   -209,   -169,   -683,   -1597,   1553,   20,   -842,   274,   929,   -167,   -388,   15,   -124,   430,   -80,   -250,   
618,   974,   -1331,   -2683,   -342,   -1781,   -1418,   -326,   -363,   212,   -854,   -1561,   1703,   -431,   -224,   286,   839,   200,   -625,   332,   -187,   488,   -319,   437,   
