-367,   1975,   -1276,   -2649,   -1698,   -1702,   -239,   -343,   -617,   -346,   -16,   -887,   -1408,   -873,   -604,   -906,   498,   557,   -392,   245,   336,   -15,   -299,   181,   
-716,   1430,   -1545,   -3214,   -1137,   -1333,   -661,   -451,   -612,   -364,   -263,   -986,   -1245,   -1265,   -119,   -700,   669,   508,   -244,   401,   317,   -494,   -646,   450,   
-1402,   1071,   -1581,   -3443,   -1042,   -1212,   -777,   -460,   -382,   -626,   -656,   -831,   -1350,   -1744,   86,   -751,   -119,   293,   88,   298,   -312,   -1014,   -529,   291,   
-1805,   500,   -1250,   -3429,   -1311,   -1334,   -449,   -174,   -552,   -1024,   -700,   -624,   -591,   -1657,   485,   -74,   -608,   396,   671,   688,   -376,   -918,   -197,   416,   
-1848,   -176,   -1294,   -3669,   -1790,   -1261,   -212,   -34,   -1115,   -1537,   -591,   -631,   -115,   -1791,   180,   832,   -557,   538,   869,   649,   -114,   -266,   -103,   227,   
-1380,   -433,   -960,   -3213,   -1675,   -714,   64,   369,   -810,   -1286,   -591,   -461,   -401,   -1549,   -654,   1583,   -133,   592,   701,   349,   395,   427,   -368,   20,   
-1788,   -1150,   -1455,   -2303,   -1696,   -715,   271,   242,   -424,   -894,   -866,   -571,   -597,   -1165,   -1138,   1685,   288,   613,   541,   -176,   698,   827,   -561,   -64,   
-2437,   -1337,   -2151,   -1737,   -1558,   -719,   362,   212,   -305,   -705,   -1115,   -623,   -532,   -858,   -1183,   804,   327,   512,   398,   -720,   349,   491,   -370,   -36,   
-2216,   -1472,   -2406,   -1879,   -1416,   -339,   451,   -220,   -320,   -587,   -1171,   -647,   294,   -89,   -361,   -141,   541,   610,   271,   -611,   69,   77,   102,   426,   
-1964,   -1560,   -2260,   -2219,   -1324,   -133,   571,   -481,   -338,   -703,   -994,   -477,   1043,   112,   418,   -436,   641,   648,   -6,   -337,   111,   -120,   356,   935,   
-1583,   -1173,   -1943,   -2274,   -1001,   -93,   574,   -329,   -303,   -779,   -773,   -4,   963,   -218,   371,   -275,   356,   337,   -420,   -225,   169,   -250,   191,   871,   
-1189,   -1318,   -1755,   -2194,   -804,   131,   291,   -240,   -147,   -789,   -779,   458,   1032,   -629,   41,   149,   117,   452,   -787,   -295,   366,   -121,   42,   596,   
-1158,   -1921,   -2101,   -2305,   -1142,   35,   -39,   -678,   -161,   -919,   -992,   192,   1000,   -1079,   -157,   160,   54,   529,   -823,   -574,   458,   96,   -155,   315,   
-628,   -2130,   -2119,   -1980,   -1078,   482,   -304,   -750,   141,   -815,   -821,   319,   871,   -853,   -78,   117,   226,   519,   -458,   -682,   596,   170,   -175,   292,   
-363,   -2386,   -1997,   -2141,   -782,   526,   -363,   -936,   241,   -622,   -985,   539,   967,   -330,   141,   21,   403,   699,   -178,   -428,   538,   227,   -198,   436,   
-280,   -2366,   -1924,   -2100,   -645,   665,   -234,   -1134,   546,   -682,   -1045,   723,   690,   265,   41,   -294,   293,   528,   144,   -315,   7,   275,   -478,   231,   
119,   -2299,   -1987,   -2213,   -753,   992,   -341,   -1128,   444,   -645,   -1177,   644,   418,   642,   -7,   -65,   -78,   432,   535,   -205,   -476,   308,   -326,   -66,   
